0 0.001577 服装 0.128685 纺织 0.046385 面料 0.028035 纤维 0.022255 皮革 0.017321 纺织品 0.014722 服饰 0.014662 印花 0.014142 棉花 0.011156 家纺 0.010785 
1 0.002762 技能 0.020146 攻击 0.019800 魔法 0.013523 武器 0.012937 玩家 0.009189 战斗 0.009087 战士 0.008868 装备 0.008860 精灵 0.008786 游戏 0.006663 
2 0.000909 银行 0.180158 网上 0.048454 信用卡 0.037616 开通 0.035602 银行卡 0.024132 支行 0.020931 支付 0.018869 账户 0.016707 工行 0.015579 建行 0.014400 
3 0.003100 工程 0.110895 招标 0.069171 项目 0.045938 施工 0.040982 公告 0.040005 建筑 0.036826 采购 0.028131 投标 0.018343 建设 0.016995 监理 0.012697 
4 0.002113 养殖 0.035413 农业 0.029373 山东 0.021065 饲料 0.020831 肉牛 0.019877 基地 0.017781 玉米 0.017042 畜牧 0.011306 山羊 0.010674 养殖场 0.009964 
5 0.005794 信息 0.154144 发布 0.069625 联系 0.064537 位置 0.054793 首页 0.054711 当前 0.041376 查看 0.040122 求购 0.030518 电话 0.018730 谢谢 0.015312 
6 0.002416 中国 0.007845 可以 0.005235 我们 0.004892 时间 0.004141 公司 0.003705 问题 0.003468 进行 0.003410 发展 0.002778 市场 0.002753 工作 0.002614 
7 0.002296 翻译 0.029871 文学 0.027357 文化 0.017967 词典 0.009832 古代 0.008855 历史 0.008608 诗歌 0.007885 中国 0.007605 哲学 0.007452 作家 0.007249 
8 0.004820 皇帝 0.006521 将军 0.006440 天下 0.004499 曹操 0.003576 张准 0.003546 皇上 0.003444 太子 0.002967 朝廷 0.002631 皇后 0.002543 刘备 0.002504 
9 0.005234 营养 0.010958 食物 0.010814 人体 0.008238 作用 0.007926 饮食 0.007762 健康 0.006562 功效 0.005324 含有 0.005057 治疗 0.004833 服用 0.004633 
10 0.001891 可以 0.008423 产品 0.008125 公司 0.007291 服务 0.007086 信息 0.007001 提供 0.006616 时间 0.006013 我们 0.005784 使用 0.005451 价格 0.004592 
11 0.002533 自己 0.011940 我们 0.009120 没有 0.008950 什么 0.008258 知道 0.006346 可以 0.005880 就是 0.005598 这个 0.005586 时候 0.005432 现在 0.005091 
12 0.003270 机械 0.066064 设备 0.054615 制造 0.015160 生产 0.014143 公司 0.013206 破碎机 0.009156 产品 0.008870 水泥 0.008832 焊条 0.008393 有限 0.008223 
13 0.000889 收藏 0.166399 资讯 0.062473 鼠标 0.051444 滚动 0.044909 连环画 0.026868 邮票 0.020620 放大 0.019378 不详 0.018839 商店 0.018517 点评 0.018045 
14 0.001137 自己 0.012236 我们 0.009332 没有 0.008668 什么 0.007650 知道 0.005903 可以 0.005578 就是 0.005362 时候 0.005264 这个 0.005196 现在 0.004718 
15 0.004857 中国 0.005505 进行 0.005419 可以 0.005000 公司 0.004859 技术 0.004465 问题 0.004444 我们 0.004053 管理 0.003987 工作 0.003924 发展 0.003782 
16 0.001664 天津 0.141940 郑州 0.080099 青岛 0.072719 福州 0.051367 天津市 0.042072 长春 0.030981 河南 0.028284 泉州 0.020419 福建 0.020290 郑州市 0.017223 
17 0.000325 可以 0.007137 我们 0.005115 中国 0.004905 时间 0.004815 进行 0.004765 问题 0.004693 公司 0.004079 使用 0.004077 产品 0.003584 提供 0.003339 
18 0.006064 商品 0.091978 卖家 0.037355 交易 0.027734 购买 0.027576 拍拍 0.025331 买家 0.024467 付款 0.021280 支持 0.014969 确认 0.013076 财付通 0.011853 
19 0.002081 自己 0.009631 我们 0.009624 没有 0.008176 可以 0.008112 什么 0.006419 就是 0.005470 这个 0.005267 现在 0.004677 如果 0.004576 知道 0.004509 
20 0.009747 北京 0.060271 地址 0.047481 上海 0.044704 北京市 0.015647 南京 0.011980 上海市 0.010438 中心 0.009686 大厦 0.008197 大街 0.007740 浦东 0.007417 
21 0.001970 网站 0.020176 免费 0.016012 信息 0.011641 可以 0.011398 最新 0.011208 提供 0.009418 在线 0.009318 服务 0.008240 时间 0.006831 产品 0.006038 
22 0.002962 电影 0.086496 影片 0.020829 电视剧 0.018369 观看 0.017452 影视 0.015169 主演 0.014889 剧情 0.014836 导演 0.013034 演员 0.011408 高清 0.009952 
23 0.005329 公司 0.026419 服务 0.017014 产品 0.016633 信息 0.009982 专业 0.008934 提供 0.008592 客户 0.008572 企业 0.008352 电话 0.007736 有限 0.007055 
24 0.001562 模型 0.035819 函数 0.028339 计算 0.015714 算法 0.015439 文档 0.014871 数据 0.013466 图形 0.010832 图像 0.010518 变量 0.010099 方法 0.009913 
25 0.002336 政府 0.007506 中国 0.006688 国家 0.005991 管理 0.005678 工作 0.005562 企业 0.004728 关于 0.004363 发展 0.004167 公司 0.004108 进行 0.004021 
26 0.005290 自己 0.010583 我们 0.009574 没有 0.008925 可以 0.008197 什么 0.007818 就是 0.005897 这个 0.005840 知道 0.005696 现在 0.005391 时候 0.004787 
27 0.001948 宝宝 0.134457 儿童 0.070556 婴儿 0.048347 奶粉 0.024256 孕妇 0.019344 茶叶 0.017511 母婴 0.012915 幼儿 0.011375 婴幼儿 0.010881 妈咪 0.009290 
28 0.004402 查看 0.016904 客服 0.016629 可以 0.015551 联系 0.014337 信息 0.013937 电话 0.012293 详情 0.012254 咨询 0.010743 在线 0.009418 产品 0.009279 
29 0.004143 产品 0.027547 公司 0.012677 信息 0.007919 设计 0.007351 服务 0.007222 使用 0.006855 提供 0.006798 价格 0.006157 技术 0.005832 可以 0.005606 
30 0.010774 自己 0.011349 没有 0.008748 我们 0.008714 什么 0.007751 知道 0.005896 这个 0.005493 可以 0.005485 就是 0.005440 时候 0.004989 他们 0.004871 
31 0.001091 公司 0.023261 服务 0.017491 电话 0.016008 信息 0.014952 产品 0.013380 联系 0.009783 提供 0.009262 咨询 0.007519 专业 0.007089 价格 0.006829 
32 0.002742 黄页 0.022443 地址 0.020538 内蒙古 0.012042 名录 0.011048 山东省 0.011032 河北省 0.010410 浙江省 0.009767 邮编 0.009752 河南省 0.009278 江苏省 0.008254 
33 0.001485 成都 0.150707 沈阳 0.086020 大连 0.074629 四川 0.058313 成都市 0.028930 辽宁 0.024499 四川省 0.022604 沈阳市 0.018380 大连市 0.011326 绵阳 0.011268 
34 0.005853 自己 0.012307 我们 0.009359 没有 0.008764 什么 0.007916 知道 0.006124 可以 0.005693 就是 0.005434 时候 0.005429 这个 0.005293 现在 0.004882 
35 0.003222 产品 0.017393 公司 0.014480 设计 0.009601 服务 0.008220 技术 0.007887 信息 0.007677 提供 0.006741 专业 0.005861 系统 0.005316 使用 0.005160 
36 0.001331 产品 0.011351 信息 0.010383 可以 0.009875 服务 0.009035 提供 0.008724 公司 0.007225 时间 0.006780 价格 0.006606 网站 0.006604 联系 0.006225 
37 0.003165 进行 0.006283 技术 0.006251 系统 0.005675 可以 0.005453 使用 0.005352 方法 0.004898 产品 0.004524 设计 0.004237 问题 0.004128 中国 0.003932 
38 0.002491 公司 0.011945 中国 0.009663 企业 0.007329 服务 0.006666 管理 0.005888 产品 0.005877 技术 0.005824 信息 0.005071 市场 0.004956 提供 0.004527 
39 0.015837 公司 0.155622 有限 0.126103 科技 0.018980 广州 0.015749 上海 0.015481 北京 0.008963 广东 0.008766 深圳市 0.008763 广州市 0.008204 企业 0.007922 
40 0.002109 我们 0.008850 自己 0.007490 可以 0.006479 没有 0.006367 就是 0.004406 什么 0.004346 这个 0.004060 他们 0.003879 生活 0.003654 时间 0.003566 
41 0.000976 图片 0.545698 文章 0.058373 帖子 0.056457 博文 0.032842 插入 0.022862 下方 0.021980 搜吧 0.021962 显示 0.017816 内容 0.017457 格式 0.011018 
42 0.007007 皮肤 0.039984 评价 0.029282 肌肤 0.025692 保湿 0.021323 美白 0.016794 面膜 0.014564 化妆品 0.011706 精华 0.010123 香水 0.009482 补水 0.008751 
43 0.002728 商品 0.046543 快递 0.019455 运费 0.013876 购买 0.012281 签收 0.011133 发货 0.010370 退换 0.010138 我们 0.009869 质量 0.009661 买家 0.009374 
44 0.005767 中国 0.006693 可以 0.005505 我们 0.005442 时间 0.004032 问题 0.003801 进行 0.003235 发展 0.002628 工作 0.002605 生活 0.002573 活动 0.002563 
45 0.006629 中国 0.011765 发展 0.006722 公司 0.006374 企业 0.006225 市场 0.005142 管理 0.004763 技术 0.004460 工作 0.003742 国家 0.003692 经济 0.003683 
46 0.001697 评论 0.216287 下载 0.195196 上传 0.114223 阅读 0.054788 标签 0.049203 次数 0.040171 大中小 0.034472 字号 0.032698 默认 0.023152 投票 0.016095 
47 0.000821 篮球 0.046532 火箭 0.029526 得分 0.029025 科比 0.019335 姚明 0.018030 湖人 0.015412 魔术 0.014661 联盟 0.012855 赛季 0.011775 球队 0.010938 
48 0.002111 时间 0.270908 更新 0.214307 普通 0.134790 住宅 0.099414 装修 0.047894 简单 0.032619 南北 0.032521 小时 0.019772 中等 0.017939 毛坯 0.014584 
49 0.003460 团购 0.059957 原价 0.043250 婚纱 0.015476 时尚 0.013832 套餐 0.013503 新娘 0.012923 今日 0.012905 婚礼 0.012158 礼服 0.009394 造型 0.008779 
50 0.000466 舞蹈 0.101374 健身 0.073946 瑜伽 0.062095 表演 0.037066 武术 0.031771 街舞 0.023455 教练 0.023189 少儿 0.017829 瑜珈 0.017369 太极 0.016718 
51 0.000239 可以 0.009699 我们 0.006141 问题 0.006065 时间 0.005185 进行 0.004093 如果 0.004068 使用 0.003786 没有 0.003612 需要 0.003505 中国 0.003105 
52 0.006687 公司 0.033875 企业 0.013896 产品 0.013833 中国 0.012379 服务 0.011808 有限 0.010287 专业 0.008782 技术 0.008011 客户 0.006741 生产 0.006654 
53 0.005589 分析 0.075533 行业 0.059115 市场 0.052171 中国 0.029869 报告 0.028311 发展 0.023225 预测 0.020015 图表 0.019599 投资 0.018301 企业 0.017627 
54 0.003319 工作 0.098632 能力 0.029381 学历 0.024764 希望 0.024546 年龄 0.019426 性质 0.018527 经验 0.018268 自我 0.016546 性别 0.016099 团队 0.012316 
55 0.003677 网站 0.014538 信息 0.012168 可以 0.011066 提供 0.009586 服务 0.009177 产品 0.008097 免费 0.007134 时间 0.006882 联系 0.006692 公司 0.006596 
56 0.003815 作者 0.108052 期刊 0.072708 研究 0.044226 学报 0.029288 核心 0.026271 论文 0.025112 学术 0.019356 杂志 0.014546 2006年 0.013639 中国 0.013128 
57 0.005968 自己 0.011767 我们 0.008909 没有 0.008808 什么 0.007932 知道 0.006089 可以 0.005520 这个 0.005457 就是 0.005454 时候 0.005217 现在 0.004828 
58 0.005922 美女 0.017198 明星 0.009595 组图 0.008084 曝光 0.005090 女人 0.004261 性感 0.004245 故事 0.004205 中国 0.004025 女星 0.004008 十大 0.003720 
59 0.005951 基金 0.024076 公司 0.022678 投资 0.020099 资产 0.019850 股东 0.019003 证券 0.017015 股份 0.016117 年度 0.009825 发行 0.008998 现金 0.008952 
60 0.004945 公司 0.015184 企业 0.009668 中国 0.009612 服务 0.007773 产品 0.007546 技术 0.007370 管理 0.007092 市场 0.005700 信息 0.005263 设计 0.005196 
61 0.000542 中国 0.022377 国美 0.007156 市场 0.005766 国际 0.005720 公司 0.003822 今年 0.003584 发展 0.003404 北京 0.003379 全球 0.003272 苏宁 0.003194 
62 0.004067 工作 0.057815 以上 0.057076 职位 0.041029 经验 0.040630 学历 0.035747 要求 0.023081 负责 0.020199 大专 0.017611 优先 0.015882 本科 0.015262 
63 0.001255 处理 0.024699 活性炭 0.018275 污水 0.016666 地质 0.014400 石油 0.013563 滤料 0.012814 水质 0.011236 废水 0.010401 净水器 0.009841 净化 0.009375 
64 0.001002 小说 0.137861 目录 0.052987 返回 0.045431 章节 0.035946 阅读 0.033329 最新章节 0.031330 书库 0.015661 重生 0.014879 书友 0.013545 书架 0.013406 
65 0.002333 比赛 0.044130 足球 0.027035 球员 0.019226 分钟 0.013208 球队 0.013110 联赛 0.012834 世界杯 0.010984 球迷 0.010327 赛季 0.010242 比分 0.010069 
