0 0.001577 服装 0.128685 纺织 0.046385 面料 0.028035 纤维 0.022255 皮革 0.017321 纺织品 0.014722 服饰 0.014662 印花 0.014142 棉花 0.011156 家纺 0.010785 时装 0.009156 涤纶 0.008936 化纤 0.008923 工作服 0.008436 全棉 0.008253 布料 0.006980 辅料 0.006343 提花 0.006111 织物 0.005877 印染 0.005670 鞋帽 0.005644 针织 0.005560 丝绸 0.005391 纱线 0.005337 绣花 0.004996 制服 0.004926 斜纹 0.004810 盛泽 0.004768 亚麻 0.004726 海宁 0.004695 无纺布 0.004607 染色 0.004536 四件套 0.004449 原料 0.004342 毛毡 0.004242 常熟 0.004198 棉纱 0.004118 棉布 0.004054 织造 0.003785 绍兴县 0.003310 床单 0.003299 坯布 0.003230 绍兴 0.003184 毛巾 0.002955 品牌 0.002944 服装厂 0.002942 轻纺 0.002897 长丝 0.002877 混纺 0.002845 锦纶 0.002832 织带 0.002809 缝纫机 0.002791 定做 0.002757 轻纺城 0.002674 制衣 0.002657 羊毛 0.002617 桐乡 0.002592 纯棉 0.002567 职业装 0.002502 纺织业 0.002405 石狮 0.002372 染料 0.002362 被套 0.002348 色织 0.002347 涤棉 0.002287 氨纶 0.002277 吴江 0.002275 成衣 0.002274 蚕丝被 0.002245 出口 0.002227 经编 0.002220 出口商 0.002216 吴江市 0.002147 缝纫 0.002142 毛毯 0.002126 超细 0.002039 织机 0.001954 简报 0.001928 浴巾 0.001925 织布 0.001884 真丝 0.001816 染整 0.001814 箱包 0.001784 行情 0.001757 关连 0.001727 库存 0.001719 纺纱 0.001705 柯桥 0.001653 围裙 0.001623 粘胶 0.001610 贡缎 0.001603 梭织 0.001598 羊绒 0.001590 制衣厂 0.001588 童装 0.001578 高密 0.001577 床品 0.001569 外贸 0.001566 服装业 0.001526 产品 0.001525 
1 0.002762 技能 0.020146 攻击 0.019800 魔法 0.013523 武器 0.012937 玩家 0.009189 战斗 0.009087 战士 0.008868 装备 0.008860 精灵 0.008786 游戏 0.006663 属性 0.005996 敌人 0.005974 英雄 0.005696 骑士 0.005532 防御 0.005030 法师 0.005008 伤害 0.004509 怪物 0.004350 射击 0.004296 召唤 0.004291 任务 0.003909 坦克 0.003624 职业 0.003124 子弹 0.003064 恶魔 0.003004 僵尸 0.002850 可以 0.002696 刷图 0.002664 军团 0.002598 战场 0.002597 等级 0.002530 速度 0.002526 加点 0.002421 威力 0.002388 无敌 0.002365 步枪 0.002230 觉醒 0.002194 亡灵 0.002181 战队 0.002174 攻击力 0.002139 暗黑 0.002102 狙击 0.002089 他们 0.002041 力量 0.002022 骷髅 0.001916 帝国 0.001877 魔法师 0.001820 魔兽 0.001806 这个 0.001761 手枪 0.001726 部队 0.001684 盗贼 0.001665 战术 0.001646 没有 0.001641 天赋 0.001638 魔力 0.001607 命中 0.001592 士兵 0.001589 弹药 0.001579 就是 0.001577 副本 0.001565 刺客 0.001553 几率 0.001552 头盔 0.001519 已经 0.001490 幽灵 0.001473 牧师 0.001437 复活 0.001436 弓箭 0.001432 海盗 0.001428 进化 0.001419 怪兽 0.001380 决斗 0.001355 强制 0.001348 法术 0.001345 强化 0.001337 自己 0.001313 元素 0.001309 火力 0.001304 不过 0.001301 练级 0.001299 赛尔 0.001269 格斗 0.001249 战争 0.001243 对手 0.001237 种族 0.001230 什么 0.001226 黑暗 0.001221 死亡 0.001219 火焰 0.001201 作战 0.001190 领主 0.001185 猎人 0.001185 飞行 0.001178 地狱 0.001173 装甲 0.001149 空中 0.001135 最强 0.001127 暴击 0.001110 角色 0.001110 
2 0.000909 银行 0.180158 网上 0.048454 信用卡 0.037616 开通 0.035602 银行卡 0.024132 支行 0.020931 支付 0.018869 账户 0.016707 工行 0.015579 建行 0.014400 工商银行 0.014142 分行 0.013263 邮政 0.013115 帐户 0.011078 建设银行 0.010861 农业银行 0.010677 汇款 0.010205 农行 0.009766 开户 0.009067 图解 0.008957 中国银行 0.008471 还款 0.008467 招商银行 0.007542 手续费 0.007487 柜台 0.007305 商业银行 0.007051 网点 0.006648 转帐 0.006464 绑定 0.006411 新手 0.006248 账号 0.006118 五星 0.005897 转账 0.005473 充值 0.005095 交通银行 0.005093 存款 0.004956 交易 0.004678 付款 0.004624 分理处 0.004453 银联 0.004405 招行 0.004051 兴业 0.004035 邮政储蓄 0.003807 邮局 0.003681 办理 0.003670 网银 0.003669 财付通 0.003451 中意 0.003262 储蓄所 0.003258 余额 0.003175 民生银行 0.003109 身份证 0.003087 诈骗 0.003010 借记卡 0.002874 易趣 0.002847 开户行 0.002817 存折 0.002806 放款 0.002766 金卡 0.002755 一点通 0.002649 交行 0.002648 支票 0.002625 通过 0.002612 户名 0.002606 四星 0.002604 收款 0.002563 密码 0.002513 额度 0.002462 即可 0.002359 持卡人 0.002328 理财 0.002316 年费 0.002254 信用度 0.002192 取款 0.002135 违规 0.002117 一次性 0.002117 安全 0.002098 兴业银行 0.002086 可以 0.002052 支付宝 0.002017 方式 0.002011 中信银行 0.002006 套现 0.001957 光大银行 0.001940 购物 0.001940 警惕 0.001897 atm机 0.001810 帐号 0.001756 发卡 0.001750 挂失 0.001742 电汇 0.001691 分期 0.001648 邮储 0.001638 卖家 0.001600 储蓄 0.001597 银联卡 0.001597 信用 0.001592 批量 0.001592 购买 0.001540 取款机 0.001528 
3 0.003100 工程 0.110895 招标 0.069171 项目 0.045938 施工 0.040982 公告 0.040005 建筑 0.036826 采购 0.028131 投标 0.018343 建设 0.016995 监理 0.012697 文件 0.010373 中标 0.009397 公路 0.007839 投标人 0.007827 资质 0.007266 建造师 0.006822 市政 0.006689 资格 0.006077 造价 0.005608 水利 0.005508 水电 0.005375 改造 0.005348 单位 0.005241 报名 0.005192 安装 0.004825 设计 0.004333 承包 0.004100 一级 0.003786 标段 0.003770 合格 0.003478 开标 0.003250 二级 0.003225 道路 0.003189 验收 0.003158 公用 0.003048 截止 0.002988 新建 0.002967 委托 0.002944 预审 0.002935 图纸 0.002918 招投标 0.002799 房屋 0.002675 公示 0.002658 工程师 0.002644 设备 0.002628 原件 0.002467 挂靠 0.002454 法人 0.002445 桥梁 0.002355 地点 0.002274 土建 0.002243 水库 0.002239 施工图 0.002173 业主 0.002139 谈判 0.002135 勘察 0.002131 公开 0.002128 工程量 0.002107 评标 0.002060 编号 0.002058 复印件 0.002019 竣工 0.002003 装饰 0.001992 绿化 0.001990 加固 0.001862 合同 0.001847 中心 0.001835 隧道 0.001834 管理 0.001796 电力 0.001782 机电 0.001738 工期 0.001712 土木 0.001685 副本 0.001672 证书 0.001669 公司 0.001576 询价 0.001576 定额 0.001570 高速公路 0.001518 内容 0.001518 一期 0.001482 地基 0.001479 加盖 0.001467 水电站 0.001453 注册 0.001418 预算 0.001411 混凝土 0.001408 递交 0.001360 竞争性 0.001352 技术 0.001349 进度 0.001340 公章 0.001324 园林 0.001288 政府 0.001255 结构 0.001239 代理 0.001233 给排水 0.001232 本次 0.001229 要求 0.001224 开工 0.001222 
4 0.002113 养殖 0.035413 农业 0.029373 山东 0.021065 饲料 0.020831 肉牛 0.019877 基地 0.017781 玉米 0.017042 畜牧 0.011306 山羊 0.010674 养殖场 0.009964 品种 0.009780 小麦 0.009291 牛羊 0.009001 波尔 0.008351 蔬菜 0.008164 牧业 0.007802 济宁 0.007404 饲养 0.007402 公斤 0.007380 粮食 0.006839 水产 0.006552 改良 0.006261 农机 0.006206 山东省 0.006160 大豆 0.006152 动物 0.006130 繁育 0.006082 农产品 0.005975 良种 0.005423 养牛 0.005230 生猪 0.005194 奶牛 0.005154 种植 0.005126 小尾寒羊 0.004876 仔猪 0.004731 黄牛 0.004723 牛犊 0.004721 鲁西 0.004641 农药 0.004629 水稻 0.004394 济宁市 0.004235 西门塔尔 0.004062 技术 0.003990 养猪 0.003849 杂交 0.003816 大棚 0.003728 肉羊 0.003720 母猪 0.003704 兽医 0.003703 三元 0.003694 防治 0.003398 畜禽 0.003395 农业部 0.003324 作物 0.003300 秸秆 0.003233 农民 0.003172 苗猪 0.002962 肥料 0.002790 利木赞 0.002778 高产 0.002771 价格 0.002761 养殖户 0.002720 渔业 0.002608 种羊 0.002589 千克 0.002553 水产品 0.002539 养殖业 0.002514 合作社 0.002457 畜牧局 0.002428 生长 0.002425 供应 0.002407 化肥 0.002375 育肥 0.002322 畜牧业 0.002292 常年 0.002268 育种 0.002212 农作物 0.002104 引种 0.002100 防疫 0.002084 无公害 0.002071 检疫 0.002033 繁殖 0.001993 产量 0.001973 农户 0.001964 农资 0.001949 豆粕 0.001882 屠宰 0.001860 栽培 0.001826 家禽 0.001791 牧草 0.001776 转基因 0.001762 大米 0.001743 农副产品 0.001733 调拨 0.001722 孵化 0.001718 有机肥 0.001655 粮油 0.001651 兽药 0.001634 夏洛莱牛 0.001608 养羊 0.001543 
5 0.005794 信息 0.154144 发布 0.069625 联系 0.064537 位置 0.054793 首页 0.054711 当前 0.041376 查看 0.040122 求购 0.030518 电话 0.018730 谢谢 0.015312 看到 0.013879 同城 0.013503 免费 0.013086 交易 0.011820 编号 0.011083 频道 0.009611 详细 0.008904 说明 0.008287 方式 0.004965 赶集 0.004948 提供 0.004834 提示 0.004411 供应 0.004239 归属地 0.004032 用户 0.003957 可以 0.003943 价格 0.003924 最新 0.003893 内容 0.003854 现在 0.003538 信息网 0.003510 相关 0.003499 出售 0.003433 查询 0.003414 地址 0.003034 网站 0.002869 举报 0.002749 过期 0.002677 时间 0.002592 虚假 0.002588 所在 0.002583 其他 0.002427 产品 0.002384 欢迎 0.002287 谨慎 0.002236 所有 0.002222 列表 0.002221 联系人 0.002175 公司 0.002138 选择 0.002089 友情 0.002061 供求 0.002012 房屋 0.001965 发布者 0.001869 采购 0.001766 房源 0.001764 要求 0.001752 平台 0.001693 有意者 0.001660 定金 0.001623 其它 0.001617 分类 0.001593 来源 0.001536 感谢 0.001532 骗子 0.001521 置顶 0.001513 服务 0.001512 任何 0.001474 商机 0.001472 预付 0.001468 来自 0.001460 紧急 0.001433 咨询 0.001419 客服 0.001345 二手房 0.001322 本站 0.001318 找到 0.001308 在线 0.001301 没有 0.001282 二手 0.001275 中心 0.001270 会员 0.001262 手机 0.001262 面议 0.001261 以下 0.001223 企业 0.001168 千里眼 0.001157 网上 0.001132 个人 0.001127 北京 0.001107 中国 0.001106 如果 0.001088 手递手 0.001082 低廉 0.001038 我们 0.001016 您好 0.000997 提醒 0.000994 邮箱 0.000962 以上 0.000959 马上 0.000956 
6 0.002416 中国 0.007845 可以 0.005235 我们 0.004892 时间 0.004141 公司 0.003705 问题 0.003468 进行 0.003410 发展 0.002778 市场 0.002753 工作 0.002614 提供 0.002597 服务 0.002573 产品 0.002490 通过 0.002450 活动 0.002431 信息 0.002408 使用 0.002372 需要 0.002249 技术 0.002246 没有 0.002196 企业 0.002169 设计 0.002162 生活 0.002102 世界 0.002091 北京 0.002059 国际 0.002046 国家 0.002023 位置 0.002010 中心 0.002000 价格 0.001985 目前 0.001982 主要 0.001980 如果 0.001975 情况 0.001967 第一 0.001947 其他 0.001894 以及 0.001892 成为 0.001888 内容 0.001887 管理 0.001866 同时 0.001809 要求 0.001718 选择 0.001697 全国 0.001693 相关 0.001680 方式 0.001657 系统 0.001642 可能 0.001613 影响 0.001609 专业 0.001574 网站 0.001565 如何 0.001562 现在 0.001562 城市 0.001546 已经 0.001542 文化 0.001538 网络 0.001517 所有 0.001509 经济 0.001505 地区 0.001500 环境 0.001492 以上 0.001487 美国 0.001480 自己 0.001475 不同 0.001472 品牌 0.001456 首页 0.001455 上海 0.001402 作为 0.001383 方面 0.001380 开始 0.001377 安全 0.001365 出现 0.001340 由于 0.001339 项目 0.001332 方法 0.001325 电话 0.001312 最大 0.001283 比较 0.001261 介绍 0.001261 支持 0.001258 联系 0.001251 获得 0.001244 能力 0.001239 了解 0.001239 重要 0.001233 根据 0.001232 就是 0.001232 具有 0.001231 包括 0.001227 研究 0.001223 社会 0.001214 个人 0.001197 进入 0.001188 成功 0.001178 免费 0.001171 国内 0.001153 标准 0.001152 关于 0.001146 提高 0.001142 
7 0.002296 翻译 0.029871 文学 0.027357 文化 0.017967 词典 0.009832 古代 0.008855 历史 0.008608 诗歌 0.007885 中国 0.007605 哲学 0.007452 作家 0.007249 写作 0.006809 孔子 0.005537 故事 0.005343 解释 0.005221 散文 0.004848 单词 0.004480 课文 0.004444 思想 0.004352 鲁迅 0.004320 字典 0.004310 对话 0.004036 成语 0.004013 诗人 0.003885 作文 0.003824 创作 0.003803 语言 0.003649 文艺 0.003627 作品 0.003254 艺术 0.003143 名著 0.003075 英汉 0.002975 词语 0.002844 描写 0.002828 红楼梦 0.002796 句子 0.002738 作者 0.002668 现代 0.002649 英语 0.002627 人物 0.002580 当代 0.002565 词汇 0.002547 译文 0.002446 著作 0.002427 国学 0.002417 朗读 0.002287 儒家 0.002227 英文 0.002213 西方 0.002206 出版 0.002195 研究 0.002193 中华 0.002191 文集 0.002116 例句 0.002096 论语 0.002054 读书 0.002011 美学 0.001953 语文 0.001949 民族 0.001930 世纪 0.001910 时期 0.001905 戏剧 0.001898 世界 0.001887 出版社 0.001836 传统 0.001822 辞典 0.001750 人文 0.001724 近代 0.001721 文章 0.001719 时代 0.001713 小说 0.001698 阅读 0.001682 学者 0.001672 读者 0.001615 文字 0.001589 经典 0.001572 双语 0.001563 孟子 0.001560 著名 0.001556 庄子 0.001548 名头 0.001506 叙事 0.001429 史记 0.001427 审美 0.001382 汉英 0.001336 宗教 0.001322 理论 0.001311 社会 0.001305 战国 0.001296 古典 0.001286 文学史 0.001281 文明 0.001251 外国 0.001246 文体 0.001236 诗词 0.001229 比喻 0.001220 寓言 0.001206 学术 0.001203 春秋 0.001202 同声 0.001188 知识 0.001144 
8 0.004820 皇帝 0.006521 将军 0.006440 天下 0.004499 曹操 0.003576 张准 0.003546 皇上 0.003444 太子 0.002967 朝廷 0.002631 皇后 0.002543 刘备 0.002504 骑兵 0.002477 三国 0.002356 他们 0.002162 虎贲 0.001953 百姓 0.001930 说道 0.001888 诸葛亮 0.001818 大军 0.001792 吕布 0.001779 士兵 0.001750 夫人 0.001717 太后 0.001717 陛下 0.001665 军队 0.001554 大臣 0.001476 康熙 0.001468 天子 0.001447 大人 0.001444 历史 0.001430 公子 0.001359 公主 0.001356 关羽 0.001340 赵云 0.001327 没有 0.001278 公元 0.001246 小说 0.001236 主公 0.001232 明朝 0.001224 洛阳 0.001119 张飞 0.001097 自己 0.001096 鞑子 0.001079 如此 0.001075 大将军 0.001075 娘娘 0.001065 诸侯 0.001053 大明 0.001048 太监 0.001040 将领 0.001029 中原 0.001016 已经 0.000988 舰队 0.000986 帝国 0.000980 帝王 0.000975 兄弟 0.000967 匈奴 0.000945 蒙古 0.000943 就是 0.000928 将士 0.000920 项羽 0.000911 王爷 0.000899 武将 0.000892 尚书 0.000889 董卓 0.000887 长安 0.000886 辽东 0.000856 战国 0.000856 周瑜 0.000848 阿哥 0.000828 大王 0.000827 刘邦 0.000822 崇祯 0.000820 袁绍 0.000819 记载 0.000805 兵力 0.000792 这个 0.000786 大唐 0.000785 什么 0.000785 孙权 0.000779 丞相 0.000775 城门 0.000775 唐朝 0.000767 李世民 0.000762 众人 0.000761 王朝 0.000758 元年 0.000757 这些 0.000754 汉人 0.000752 人马 0.000741 大将 0.000740 兵马 0.000739 官员 0.000733 之后 0.000712 不知 0.000705 乾隆 0.000696 殿下 0.000693 进攻 0.000690 城墙 0.000690 皇太极 0.000690 如今 0.000686 
9 0.005234 营养 0.010958 食物 0.010814 人体 0.008238 作用 0.007926 饮食 0.007762 健康 0.006562 功效 0.005324 含有 0.005057 治疗 0.004833 服用 0.004633 维生素 0.004618 食用 0.004359 蛋白质 0.004206 中医 0.004195 消化 0.004103 脂肪 0.003803 养生 0.003731 便秘 0.003549 药物 0.003408 皮肤 0.003400 感冒 0.003348 保健 0.003300 中药 0.003278 疾病 0.003226 引起 0.003101 预防 0.003075 吸收 0.003059 体内 0.003057 促进 0.002940 成分 0.002864 功能 0.002842 症状 0.002840 血液 0.002838 糖尿病 0.002790 食品 0.002747 身体 0.002695 适量 0.002676 水果 0.002662 蔬菜 0.002652 方法 0.002455 每日 0.002446 含量 0.002409 效果 0.002341 改善 0.002329 物质 0.002329 高血压 0.002295 睡眠 0.002271 失眠 0.002201 牛奶 0.002168 维生素c 0.002101 代谢 0.002096 患者 0.002093 咳嗽 0.002077 细胞 0.002061 体质 0.002020 可以 0.001942 胆固醇 0.001914 补充 0.001890 饮用 0.001882 分泌 0.001877 富含 0.001876 减少 0.001872 增强 0.001862 腹泻 0.001859 血压 0.001848 蜂蜜 0.001800 血糖 0.001796 注意 0.001777 气血 0.001774 不良 0.001773 具有 0.001756 大便 0.001754 调理 0.001708 毫升 0.001687 补肾 0.001687 免疫力 0.001649 发育 0.001647 不宜 0.001645 开水 0.001645 增加 0.001629 肠道 0.001619 有效 0.001613 过敏 0.001601 降低 0.001599 生长 0.001588 导致 0.001578 肠胃 0.001567 毫克 0.001562 抑制 0.001517 干燥 0.001499 清热 0.001487 衰老 0.001468 微量元素 0.001460 机体 0.001445 调节 0.001435 热量 0.001435 刺激 0.001431 膳食 0.001407 分钟 0.001406 摄入 0.001403 
